"","rownames(datExpr)","affy_hg_u133a","ensembl_gene_id","entrezgene_id","external_gene_name","hgnc_symbol","mirbase_id","chromosome_name","start_position","end_position","gene_biotype"
"12564","210162_s_at","210162_s_at","ENSG00000131196",4772,"NFATC1","NFATC1","","18",79395856,79529325,"protein_coding"
"NA.272","210163_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14700","210164_at","210164_at","ENSG00000100453",3002,"GZMB","GZMB","","14",24630954,24634267,"protein_coding"
"15976","210165_at","210165_at","ENSG00000213918",1773,"DNASE1","DNASE1","","16",3611728,3680143,"protein_coding"
"16080","210166_at","210166_at","ENSG00000187554",7100,"TLR5","TLR5","","1",223109404,223143248,"protein_coding"
"12608","210167_s_at","210167_s_at","ENSG00000167074",7008,"TEF","TEF","","22",41367333,41399326,"protein_coding"
"16009","210168_at","210168_at","ENSG00000039537",729,"C6","C6","","5",41142116,41261438,"protein_coding"
"15859","210169_at","210169_at","ENSG00000103184",9717,"SEC14L5","SEC14L5","","16",4958330,5019157,"protein_coding"
"16019","210170_at","210170_at","ENSG00000154553",27295,"PDLIM3","PDLIM3","","4",185500660,185535507,"protein_coding"
"15603","210171_s_at","210171_s_at","ENSG00000095794",1390,"CREM","CREM","","10",35126791,35212958,"protein_coding"
"15439","210172_at","210172_at","ENSG00000168066",7536,"SF1","SF1","","11",64764606,64778786,"protein_coding"
"16331","210173_at","210173_at","ENSG00000149177",5795,"PTPRJ","PTPRJ","","11",47980559,48170839,"protein_coding"
"14872","210174_at","210174_at","ENSG00000116833",2494,"NR5A2","NR5A2","","1",200027614,200177420,"protein_coding"
"13532","210175_at","210175_at","ENSG00000005436",6936,"GCFC2","GCFC2","","2",75652000,75710985,"protein_coding"
"16069","210176_at","210176_at","ENSG00000174125",7096,"TLR1","TLR1","","4",38790677,38856817,"protein_coding"
"11548","210177_at","210177_at","ENSG00000235259",89870,"TRIM15","TRIM15","","CHR_HSCHR6_MHC_APD_CTG1",30155693,30165183,"protein_coding"
"16848","210178_x_at","210178_x_at","ENSG00000188529",10772,"SRSF10","SRSF10","","1",23964347,23980927,"protein_coding"
"15954","210179_at","210179_at","ENSG00000115474",3769,"KCNJ13","KCNJ13","","2",232765802,232776565,"protein_coding"
"16583","210180_s_at","210180_s_at","ENSG00000136527",6434,"TRA2B","TRA2B","","3",185914558,185938103,"protein_coding"
"16442","210181_s_at","210181_s_at","ENSG00000157782",9478,"CABP1","CABP1","","12",120640626,120667324,"protein_coding"
"15604","210182_at","210182_at","ENSG00000251503",100526739,"CENPS-CORT","CENPS-CORT","","1",10430102,10452153,"protein_coding"
"14089","210183_x_at","210183_x_at","ENSG00000242028",25764,"HYPK","HYPK","","15",43796142,43804427,"protein_coding"
"14659","210184_at","210184_at","ENSG00000140678",3687,"ITGAX","ITGAX","","16",31355134,31382999,"protein_coding"
"16159","210185_at","210185_at","ENSG00000067191",782,"CACNB1","CACNB1","","17",39173453,39197703,"protein_coding"
"12655","210186_s_at","210186_s_at","ENSG00000088832",2280,"FKBP1A","FKBP1A","","20",1368977,1393164,"protein_coding"
"12656","210187_at","210187_at","ENSG00000088832",2280,"FKBP1A","FKBP1A","","20",1368977,1393164,"protein_coding"
"12285","210188_at","210188_at","ENSG00000154727",2551,"GABPA","GABPA","","21",25734570,25772460,"protein_coding"
"11497","210189_at","210189_at","ENSG00000236251",3305,"HSPA1L","HSPA1L","","CHR_HSCHR6_MHC_COX_CTG1",31796990,31802435,"protein_coding"
"13080","210190_at","210190_at","ENSG00000135604",8676,"STX11","STX11","","6",144150517,144191939,"protein_coding"
"14326","210191_s_at","210191_s_at","ENSG00000116793",10745,"PHTF1","PHTF1","","1",113696831,113759489,"protein_coding"
"14976","210192_at","210192_at","ENSG00000124406",10396,"ATP8A1","ATP8A1","","4",42408373,42657105,"protein_coding"
"16681","210193_at","210193_at","ENSG00000168314",4336,"MOBP","MOBP","","3",39467198,39529479,"protein_coding"
"NA.273","210194_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15071","210195_s_at","210195_s_at","ENSG00000231924",5669,"PSG1","PSG1","","19",42866464,42879822,"protein_coding"
"15072","210196_s_at","210196_s_at","ENSG00000231924",5669,"PSG1","PSG1","","19",42866464,42879822,"protein_coding"
"11747","210197_at","210197_at","ENSG00000274958",3705,"ITPK1","ITPK1","","CHR_HSCHR14_7_CTG1",92936914,93116320,"protein_coding"
"13116","210198_s_at","210198_s_at","ENSG00000123560",5354,"PLP1","PLP1","","X",103773718,103792619,"protein_coding"
"12262","210199_at","210199_at","ENSG00000160202",1409,"CRYAA","CRYAA","","21",43169008,43172805,"protein_coding"
"15588","210200_at","210200_at","ENSG00000198373",11060,"WWP2","WWP2","","16",69762328,69941741,"protein_coding"
"14624","210201_x_at","210201_x_at","ENSG00000136717",274,"BIN1","BIN1","","2",127048027,127107288,"protein_coding"
"14625","210202_s_at","210202_s_at","ENSG00000136717",274,"BIN1","BIN1","","2",127048027,127107288,"protein_coding"
"16186","210203_at","210203_at","ENSG00000080802",4850,"CNOT4","CNOT4","","7",135361795,135510127,"protein_coding"
"16187","210204_s_at","210204_s_at","ENSG00000080802",4850,"CNOT4","CNOT4","","7",135361795,135510127,"protein_coding"
"11534","210205_at","210205_at","ENSG00000235155",8705,"B3GALT4","B3GALT4","","CHR_HSCHR6_MHC_DBB_CTG1",33255053,33256746,"protein_coding"
"12640","210206_s_at","210206_s_at","ENSG00000111788",NA,"","","","12",9277235,9313241,"unprocessed_pseudogene"
"11565","210208_x_at","210208_x_at","ENSG00000229524",7917,"BAG6","BAG6","","CHR_HSCHR6_MHC_COX_CTG1",31626429,31640114,"protein_coding"
"NA.274","210210_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15268","210211_s_at","210211_s_at","ENSG00000080824",3320,"HSP90AA1","HSP90AA1","","14",102080742,102139699,"protein_coding"
"12456","210212_x_at","210212_x_at","ENSG00000288258",NA,"","","","X",155061622,155065519,"protein_coding"
"12545","210213_s_at","210213_s_at","ENSG00000261582",NA,"","","","20",35267885,35280043,"protein_coding"
"16663","210214_s_at","210214_s_at","ENSG00000204217",659,"BMPR2","BMPR2","","2",202376327,202567751,"protein_coding"
"15206","210215_at","210215_at","ENSG00000106327",7036,"TFR2","TFR2","","7",100620416,100642779,"protein_coding"
"12946","210216_x_at","210216_x_at","ENSG00000113456",NA,"RAD1","RAD1","","5",34905260,34918989,"protein_coding"
"14488","210218_s_at","210218_s_at","ENSG00000067066",6672,"SP100","SP100","","2",230415942,230545606,"protein_coding"
"NA.275","210219_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15036","210220_at","210220_at","ENSG00000180340",2535,"FZD2","FZD2","","17",44557484,44561262,"protein_coding"
"12899","210221_at","210221_at","ENSG00000080644",1136,"CHRNA3","CHRNA3","","15",78593052,78621295,"protein_coding"
"14474","210222_s_at","210222_s_at","ENSG00000139970",6252,"RTN1","RTN1","","14",59595976,59870776,"protein_coding"
"16788","210223_s_at","210223_s_at","ENSG00000153029",3140,"MR1","MR1","","1",181033374,181061938,"protein_coding"
"16789","210224_at","210224_at","ENSG00000153029",3140,"MR1","MR1","","1",181033374,181061938,"protein_coding"
"11471","210225_x_at","210225_x_at","ENSG00000277177",79168,"LILRA6","LILRA6","","CHR_HSCHR19LRC_PGF2_CTG3_1",54216894,54243483,"protein_coding"
"15294","210226_at","210226_at","ENSG00000123358",3164,"NR4A1","NR4A1","","12",52022832,52059507,"protein_coding"
"11492","210227_at","210227_at","ENSG00000274161",9228,"DLGAP2","DLGAP2","","CHR_HSCHR8_5_CTG1",1501879,1707457,"protein_coding"
"NA.276","210228_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13020","210229_s_at","210229_s_at","ENSG00000164400",1437,"CSF2","CSF2","","5",132073789,132076170,"protein_coding"
"NA.277","210230_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14805","210231_x_at","210231_x_at","ENSG00000240489",NA,"SETP14","SETP14","","3",155987304,155988176,"processed_pseudogene"
"16992","210232_at","210232_at","ENSG00000289694",NA,"","","","1",22025142,22092943,"protein_coding"
"14848","210233_at","210233_at","ENSG00000196083",3556,"IL1RAP","IL1RAP","","3",190514051,190659750,"protein_coding"
"12433","210234_at","210234_at","ENSG00000124493",2914,"GRM4","GRM4","","6",34018643,34155622,"protein_coding"
"12247","210235_s_at","210235_s_at","ENSG00000288198",8500,"PPFIA1","PPFIA1","","CHR_HG2115_PATCH",70272173,70387610,"protein_coding"
"15086","210236_at","210236_at","ENSG00000131626",8500,"PPFIA1","PPFIA1","","11",70270690,70385312,"protein_coding"
"16277","210237_at","210237_at","ENSG00000117407",9048,"ARTN","ARTN","","1",43933320,43937240,"protein_coding"
"16150","210239_at","210239_at","ENSG00000176842",10265,"IRX5","IRX5","","16",54930865,54934485,"protein_coding"
"14987","210240_s_at","210240_s_at","ENSG00000129355",1032,"CDKN2D","CDKN2D","","19",10566460,10569059,"protein_coding"
"16325","210241_s_at","210241_s_at","ENSG00000182165",NA,"TP53TG1","TP53TG1","","7",87322943,87345552,"lncRNA"
"14226","210242_x_at","210242_x_at","ENSG00000180953",NA,"ST20","ST20","","15",79898840,79923702,"protein_coding"
"15934","210243_s_at","210243_s_at","ENSG00000158850",8703,"B4GALT3","B4GALT3","","1",161171310,161177968,"protein_coding"
"16377","210244_at","210244_at","ENSG00000164047",820,"CAMP","CAMP","","3",48223347,48225491,"protein_coding"
"NA.278","210245_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15909","210246_s_at","210246_s_at","ENSG00000006071",6833,"ABCC8","ABCC8","","11",17392498,17476894,"protein_coding"
"13389","210247_at","210247_at","ENSG00000157152",6854,"SYN2","SYN2","","3",12004388,12192032,"protein_coding"
"13229","210248_at","210248_at","ENSG00000154764",7476,"WNT7A","WNT7A","","3",13816258,13880071,"protein_coding"
"16601","210249_s_at","210249_s_at","ENSG00000084676",8648,"NCOA1","NCOA1","","2",24491254,24770702,"protein_coding"
"12442","210250_x_at","210250_x_at","ENSG00000284431",NA,"","","","22",40346529,40410054,"protein_coding"
"14339","210251_s_at","210251_s_at","ENSG00000018189",22902,"RUFY3","RUFY3","","4",70704204,70808619,"protein_coding"
"12847","210252_s_at","210252_s_at","ENSG00000110514",8567,"MADD","MADD","","11",47269161,47330031,"protein_coding"
"15019","210253_at","210253_at","ENSG00000109854",10553,"HTATIP2","HTATIP2","","11",20363685,20383782,"protein_coding"
"12210","210254_at","210254_at","ENSG00000284903",932,"","","","CHR_HSCHR11_1_CTG3_1",60060882,60075349,"protein_coding"
"15193","210255_at","210255_at","ENSG00000182185",5890,"RAD51B","RAD51B","","14",67819779,68730218,"protein_coding"
"14591","210256_s_at","210256_s_at","ENSG00000143398",8394,"PIP5K1A","PIP5K1A","","1",151197949,151249536,"protein_coding"
"13384","210257_x_at","210257_x_at","ENSG00000158290",8450,"CUL4B","CUL4B","","X",120505920,120604074,"protein_coding"
"16474","210258_at","210258_at","ENSG00000127074",6003,"RGS13","RGS13","","1",192636138,192660311,"protein_coding"
"15290","210259_s_at","210259_s_at","ENSG00000108813",1748,"DLX4","DLX4","","17",49968970,49974959,"protein_coding"
"13590","210260_s_at","210260_s_at","ENSG00000145779",25816,"TNFAIP8","TNFAIP8","","5",119268692,119399688,"protein_coding"
"16173","210261_at","210261_at","ENSG00000082482",3776,"KCNK2","KCNK2","","1",215005775,215237090,"protein_coding"
"12596","210262_at","210262_at","ENSG00000124490",7180,"CRISP2","CRISP2","","6",49692358,49713590,"protein_coding"
"14795","210263_at","210263_at","ENSG00000162975",NA,"KCNF1","KCNF1","","2",10911934,10914225,"protein_coding"
"16887","210264_at","210264_at","ENSG00000178623",2859,"GPR35","GPR35","","2",240605430,240633159,"protein_coding"
"11929","210265_x_at","210265_x_at","ENSG00000237582",5460,"POU5F1","POU5F1","","CHR_HSCHR6_MHC_SSTO_CTG1",31159218,31165590,"protein_coding"
"14628","210266_s_at","210266_s_at","ENSG00000197323",51592,"TRIM33","TRIM33","","1",114392790,114511203,"protein_coding"
"16350","210267_at","210267_at","ENSG00000001461",57185,"NIPAL3","NIPAL3","","1",24415802,24472976,"protein_coding"
"12869","210268_at","210268_at","ENSG00000086102",4799,"NFX1","NFX1","","9",33290512,33371157,"protein_coding"
"12214","210269_s_at","210269_s_at","ENSG00000197976",NA,"AKAP17A","AKAP17A","","X",1591604,1602520,"protein_coding"
"12499","210270_at","210270_at","ENSG00000182732",9628,"RGS6","RGS6","","14",71932429,72566530,"protein_coding"
"13505","210271_at","210271_at","ENSG00000171532",4761,"NEUROD2","NEUROD2","","17",39603536,39609777,"protein_coding"
"16366","210272_at","210272_at","ENSG00000256612",1556,"CYP2B7P","CYP2B7P","","19",40924219,40950676,"transcribed_unprocessed_pseudogene"
"16036","210273_at","210273_at","ENSG00000169851",5099,"PCDH7","PCDH7","","4",30720369,31146805,"protein_coding"
"12461","210274_at","210274_at","ENSG00000156009",4107,"MAGEA8","MAGEA8","","X",149881141,149885835,"protein_coding"
"13038","210275_s_at","210275_s_at","ENSG00000107372",7763,"ZFAND5","ZFAND5","","9",72351413,72365235,"protein_coding"
"12192","210276_s_at","210276_s_at","ENSG00000100106",11078,"TRIOBP","TRIOBP","","22",37697048,37776556,"protein_coding"
"14217","210277_at","210277_at","ENSG00000100478",11154,"AP4S1","AP4S1","","14",31025106,31130996,"protein_coding"
"14216","210278_s_at","210278_s_at","ENSG00000100478",11154,"AP4S1","AP4S1","","14",31025106,31130996,"protein_coding"
"12427","210279_at","210279_at","ENSG00000125245",2841,"GPR18","GPR18","","13",99254732,99261744,"protein_coding"
"16007","210280_at","210280_at","ENSG00000158887",4359,"MPZ","MPZ","","1",161304735,161309968,"protein_coding"
"12382","210281_s_at","210281_s_at","ENSG00000121741",7750,"ZMYM2","ZMYM2","","13",19958677,20091829,"protein_coding"
"12381","210282_at","210282_at","ENSG00000121741",7750,"ZMYM2","ZMYM2","","13",19958677,20091829,"protein_coding"
"13293","210283_x_at","210283_x_at","ENSG00000172239",10605,"PAIP1","PAIP1","","5",43526267,43557758,"protein_coding"
"13075","210284_s_at","210284_s_at","ENSG00000055208",23118,"TAB2","TAB2","","6",149218641,149411613,"protein_coding"
"12634","210285_x_at","210285_x_at","ENSG00000232702",NA,"","","","6",51410081,51410537,"processed_pseudogene"
"16761","210286_s_at","210286_s_at","ENSG00000033867",9497,"SLC4A7","SLC4A7","","3",27372721,27484420,"protein_coding"
"11964","210287_s_at","210287_s_at","ENSG00000102755",2321,"FLT1","FLT1","","13",28300346,28495145,"protein_coding"
"14235","210288_at","210288_at","ENSG00000139187",10219,"KLRG1","KLRG1","","12",8950044,9010760,"protein_coding"
"15400","210289_at","210289_at","ENSG00000144035",9027,"NAT8","NAT8","","2",73640723,73642422,"protein_coding"
"13979","210290_at","210290_at","ENSG00000103343",7727,"ZNF174","ZNF174","","16",3401215,3409364,"protein_coding"
"13976","210291_s_at","210291_s_at","ENSG00000285329",NA,"","","","16",3365099,3479550,"protein_coding"
"11692","210292_s_at","210292_s_at","ENSG00000099715",83259,"PCDH11Y","PCDH11Y","","Y",5000226,5742224,"protein_coding"
"12144","210293_s_at","210293_s_at","ENSG00000101310",10483,"SEC23B","SEC23B","","20",18507520,18561415,"protein_coding"
"11767","210294_at","210294_at","ENSG00000206281",6892,"TAPBP","TAPBP","","CHR_HSCHR6_MHC_QBL_CTG1",33228522,33243221,"protein_coding"
"13958","210295_at","210295_at","ENSG00000124260",4109,"MAGEA10","MAGEA10","","X",152133310,152138578,"protein_coding"
"12757","210296_s_at","210296_s_at","ENSG00000164751",5828,"PEX2","PEX2","","8",76980258,77001044,"protein_coding"
"14124","210297_s_at","210297_s_at","ENSG00000263639",4477,"MSMB","MSMB","","10",46033307,46048180,"protein_coding"
"13267","210298_x_at","210298_x_at","ENSG00000022267",2273,"FHL1","FHL1","","X",136146702,136211359,"protein_coding"
"13268","210299_s_at","210299_s_at","ENSG00000022267",2273,"FHL1","FHL1","","X",136146702,136211359,"protein_coding"
"12099","210300_at","210300_at","ENSG00000088320",28954,"REM1","REM1","","20",31475288,31484895,"protein_coding"
"13085","210301_at","210301_at","ENSG00000158125",7498,"XDH","XDH","","2",31334321,31414742,"protein_coding"
"14012","210302_s_at","210302_s_at","ENSG00000181541",10586,"MAB21L2","MAB21L2","","4",150582151,150584693,"protein_coding"
"14013","210303_at","210303_at","ENSG00000181541",10586,"MAB21L2","MAB21L2","","4",150582151,150584693,"protein_coding"
"16038","210304_at","210304_at","ENSG00000133256",5158,"PDE6B","PDE6B","","4",625573,670782,"protein_coding"
"14626","210305_at","210305_at","ENSG00000274642",NA,"","","","1",120197085,120319680,"unprocessed_pseudogene"
"12441","210306_at","210306_at","ENSG00000288000",NA,"","","","20",43458054,43541881,"protein_coding"
"13276","210307_s_at","210307_s_at","ENSG00000183655",64410,"KLHL25","KLHL25","","15",85759326,85794925,"protein_coding"
"15824","210309_at","210309_at","ENSG00000108469",9400,"RECQL5","RECQL5","","17",75626845,75667189,"protein_coding"
"15677","210310_s_at","210310_s_at","ENSG00000138675",2250,"FGF5","FGF5","","4",80266639,80336680,"protein_coding"
"15678","210311_at","210311_at","ENSG00000138675",2250,"FGF5","FGF5","","4",80266639,80336680,"protein_coding"
"15984","210312_s_at","210312_s_at","ENSG00000109083",90410,"IFT20","IFT20","","17",28328325,28335489,"protein_coding"
"11762","210313_at","210313_at","ENSG00000277092",23547,"LILRA4","LILRA4","","CHR_HSCHR19_4_CTG3_1",54341203,54347168,"protein_coding"
"15135","210314_x_at","210314_x_at","ENSG00000248871",407977,"TNFSF12-TNFSF13","TNFSF12-TNFSF13","","17",7549099,7561601,"protein_coding"
"13390","210315_at","210315_at","ENSG00000157152",6854,"SYN2","SYN2","","3",12004388,12192032,"protein_coding"
"13675","210316_at","210316_at","ENSG00000037280",2324,"FLT4","FLT4","","5",180601506,180649624,"protein_coding"
"11514","210317_s_at","210317_s_at","ENSG00000274474",7531,"YWHAE","YWHAE","","CHR_HSCHR17_2_CTG2",1247054,1303157,"protein_coding"
"12429","210318_at","210318_at","ENSG00000265203",5949,"RBP3","RBP3","","10",47348363,47357881,"protein_coding"
"13697","210319_x_at","210319_x_at","ENSG00000120149",4488,"MSX2","MSX2","","5",174724582,174730896,"protein_coding"
"11602","210320_s_at","210320_s_at","ENSG00000277594",11056,"DDX52","DDX52","","CHR_HSCHR17_7_CTG4",37614320,37648026,"protein_coding"
"13749","210321_at","210321_at","ENSG00000100450",2999,"GZMH","GZMH","","14",24606480,24609699,"protein_coding"
"11761","210322_x_at","210322_x_at","ENSG00000183878",7404,"UTY","UTY","","Y",13234577,13480673,"protein_coding"
"14851","210323_at","210323_at","ENSG00000126070",192669,"AGO3","AGO3","","1",35930718,36072500,"protein_coding"
"13903","210324_at","210324_at","ENSG00000176919",733,"C8G","C8G","","9",136945185,136946975,"protein_coding"
"16303","210325_at","210325_at","ENSG00000158477",909,"CD1A","CD1A","","1",158254424,158258269,"protein_coding"
"15209","210326_at","210326_at","ENSG00000172482",189,"AGXT","AGXT","","2",240868824,240880502,"protein_coding"
"15208","210327_s_at","210327_s_at","ENSG00000172482",189,"AGXT","AGXT","","2",240868824,240880502,"protein_coding"
"13708","210328_at","210328_at","ENSG00000124713",27232,"GNMT","GNMT","","6",42960754,42963880,"protein_coding"
"15271","210329_s_at","210329_s_at","ENSG00000170624",6444,"SGCD","SGCD","","5",155870344,156767788,"protein_coding"
"15272","210330_at","210330_at","ENSG00000170624",6444,"SGCD","SGCD","","5",155870344,156767788,"protein_coding"
"13326","210331_at","210331_at","ENSG00000002746",23072,"HECW1","HECW1","","7",43112629,43566001,"protein_coding"
"NA.279","210332_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15857","210333_at","210333_at","ENSG00000136931",2516,"NR5A1","NR5A1","","9",124481236,124507420,"protein_coding"
"16247","210334_x_at","210334_x_at","ENSG00000089685",332,"BIRC5","BIRC5","","17",78214186,78225636,"protein_coding"
"16374","210335_at","210335_at","ENSG00000198774",9182,"RASSF9","RASSF9","","12",85800703,85836409,"protein_coding"
"13206","210336_x_at","210336_x_at","ENSG00000099326",7593,"MZF1","MZF1","","19",58561931,58573575,"protein_coding"
"16735","210337_s_at","210337_s_at","ENSG00000131473",47,"ACLY","ACLY","","17",41866917,41930542,"protein_coding"
"13627","210338_s_at","210338_s_at","ENSG00000109971",3312,"HSPA8","HSPA8","","11",123057489,123063230,"protein_coding"
"13404","210339_s_at","210339_s_at","ENSG00000167751",3817,"KLK2","KLK2","","19",50861568,50880567,"protein_coding"
"14704","210340_s_at","210340_s_at","ENSG00000198223",1438,"CSF2RA","CSF2RA","","X",1268800,1310381,"protein_coding"
"11335","210341_at","210341_at","ENSG00000276876",NA,"MYT1","MYT1","","CHR_HSCHR20_1_CTG3",64155437,64245898,"protein_coding"
"11383","210342_s_at","210342_s_at","ENSG00000277603",7173,"TPO","TPO","","CHR_HSCHR2_4_CTG1",1372594,1540021,"protein_coding"
"15768","210343_s_at","210343_s_at","ENSG00000197901",9356,"SLC22A6","SLC22A6","","11",62936385,62984967,"protein_coding"
"16111","210344_at","210344_at","ENSG00000006025",114881,"OSBPL7","OSBPL7","","17",47807372,47821834,"protein_coding"
"15623","210345_s_at","210345_s_at","ENSG00000007174",1770,"DNAH9","DNAH9","","17",11598470,11969748,"protein_coding"
"15685","210346_s_at","210346_s_at","ENSG00000113240",NA,"CLK4","CLK4","","5",178602664,178630615,"protein_coding"
"13416","210347_s_at","210347_s_at","ENSG00000119866",53335,"BCL11A","BCL11A","","2",60450520,60554467,"protein_coding"
"16637","210348_at","210348_at","ENSG00000108387",5414,"SEPTIN4","SEPTIN4","","17",58520250,58544368,"protein_coding"
"12939","210349_at","210349_at","ENSG00000152495",814,"CAMK4","CAMK4","","5",111223653,111494886,"protein_coding"
"12364","210350_x_at","210350_x_at","ENSG00000153487",3621,"ING1","ING1","","13",110712736,110723339,"protein_coding"
"14687","210352_at","210352_at","ENSG00000112983",10902,"BRD8","BRD8","","5",138139770,138178953,"protein_coding"
"15839","210353_s_at","210353_s_at","ENSG00000103546",6530,"SLC6A2","SLC6A2","","16",55655988,55707645,"protein_coding"
"13968","210354_at","210354_at","ENSG00000111537",3458,"IFNG","IFNG","","12",68154768,68159740,"protein_coding"
"14962","210355_at","210355_at","ENSG00000087494",5744,"PTHLH","PTHLH","","12",27958084,27972733,"protein_coding"
"16516","210356_x_at","210356_x_at","ENSG00000156738",931,"MS4A1","MS4A1","","11",60455846,60470752,"protein_coding"
"12076","210357_s_at","210357_s_at","ENSG00000088826",54498,"SMOX","SMOX","","20",4120980,4187747,"protein_coding"
"16835","210358_x_at","210358_x_at","ENSG00000179348",2624,"GATA2","GATA2","","3",128479427,128493201,"protein_coding"
"14262","210359_at","210359_at","ENSG00000170873",9788,"MTSS1","MTSS1","","8",124550784,124728473,"protein_coding"
"14263","210360_s_at","210360_s_at","ENSG00000170873",9788,"MTSS1","MTSS1","","8",124550784,124728473,"protein_coding"
"14093","210361_s_at","210361_s_at","ENSG00000225406",NA,"ELF2P4","ELF2P4","","2",185547135,185547818,"processed_pseudogene"
"12686","210362_x_at","210362_x_at","ENSG00000140464",5371,"PML","PML","","15",73994673,74047827,"protein_coding"
"15014","210363_s_at","210363_s_at","ENSG00000149575",6327,"SCN2B","SCN2B","","11",118162806,118176639,"protein_coding"
"15013","210364_at","210364_at","ENSG00000149575",6327,"SCN2B","SCN2B","","11",118162806,118176639,"protein_coding"
"12198","210365_at","210365_at","ENSG00000159216",861,"RUNX1","RUNX1","","21",34787801,36004667,"protein_coding"
"16092","210366_at","210366_at","ENSG00000134538",10599,"SLCO1B1","SLCO1B1","","12",21131194,21239796,"protein_coding"
"13534","210367_s_at","210367_s_at","ENSG00000148344",9536,"PTGES","PTGES","","9",129738331,129753042,"protein_coding"
"15526","210368_at","210368_at","ENSG00000253767",9708,"PCDHGA8","PCDHGA8","","5",141390157,141512975,"protein_coding"
"14317","210369_at","210369_at","ENSG00000133789",23075,"SWAP70","SWAP70","","11",9664077,9752993,"protein_coding"
"14882","210370_s_at","210370_s_at","ENSG00000122224",4063,"LY9","LY9","","1",160796074,160828261,"protein_coding"
"12893","210371_s_at","210371_s_at","ENSG00000249485",NA,"RBBP4P1","RBBP4P1","","5",14797125,14798400,"processed_pseudogene"
"12853","210372_s_at","210372_s_at","ENSG00000111907",7164,"TPD52L1","TPD52L1","","6",125119049,125264407,"protein_coding"
"13600","210373_at","210373_at","ENSG00000114388",10641,"NPRL2","NPRL2","","3",50347330,50350826,"protein_coding"
"16924","210374_x_at","210374_x_at","ENSG00000050628",5733,"PTGER3","PTGER3","","1",70852353,71047816,"protein_coding"
"16925","210375_at","210375_at","ENSG00000050628",5733,"PTGER3","PTGER3","","1",70852353,71047816,"protein_coding"
"12594","210376_x_at","210376_x_at","ENSG00000126767",2002,"ELK1","ELK1","","X",47635521,47650604,"protein_coding"
"15743","210377_at","210377_at","ENSG00000005187",6296,"ACSM3","ACSM3","","16",20610243,20797581,"protein_coding"
"13954","210378_s_at","210378_s_at","ENSG00000176101",8636,"SSNA1","SSNA1","","9",137188660,137190370,"protein_coding"
"14322","210379_s_at","210379_s_at","ENSG00000198586",9874,"TLK1","TLK1","","2",170990823,171231314,"protein_coding"
"14283","210380_s_at","210380_s_at","ENSG00000006283",8913,"CACNA1G","CACNA1G","","17",50560715,50627474,"protein_coding"
"12741","210381_s_at","210381_s_at","ENSG00000110148",887,"CCKBR","CCKBR","","11",6259806,6272127,"protein_coding"
"15090","210382_at","210382_at","ENSG00000080293",6344,"SCTR","SCTR","","2",119439843,119525301,"protein_coding"
"16619","210383_at","210383_at","ENSG00000144285",6323,"SCN1A","SCN1A","","2",165984641,166149214,"protein_coding"
"12618","210384_at","210384_at","ENSG00000160310",3275,"PRMT2","PRMT2","","21",46635595,46665124,"protein_coding"
"14188","210385_s_at","210385_s_at","ENSG00000164307",51752,"ERAP1","ERAP1","","5",96760810,96808100,"protein_coding"
"15576","210386_s_at","210386_s_at","ENSG00000236675",NA,"MTX1P1","MTX1P1","","1",155230975,155234325,"unprocessed_pseudogene"
"NA.280","210387_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12641","210388_at","210388_at","ENSG00000137841",5330,"PLCB2","PLCB2","","15",40278176,40307935,"protein_coding"
"14082","210389_x_at","210389_x_at","ENSG00000108423",51174,"TUBD1","TUBD1","","17",59859479,59892945,"protein_coding"
"11751","210390_s_at","210390_s_at","ENSG00000275528",6359,"CCL15","CCL15","","CHR_HSCHR17_7_CTG4",35996472,36002080,"protein_coding"
"13336","210391_at","210391_at","ENSG00000148200",2649,"NR6A1","NR6A1","","9",124517275,124771311,"protein_coding"
"13337","210392_x_at","210392_x_at","ENSG00000148200",2649,"NR6A1","NR6A1","","9",124517275,124771311,"protein_coding"
"13936","210393_at","210393_at","ENSG00000139292",8549,"LGR5","LGR5","","12",71439798,71586310,"protein_coding"
"12786","210394_x_at","210394_x_at","ENSG00000268009",6759,"SSX4","SSX4","","X",48383516,48393347,"protein_coding"
"13815","210395_x_at","210395_x_at","ENSG00000198336",4635,"MYL4","MYL4","","17",47200446,47223679,"protein_coding"
"14209","210396_s_at","210396_s_at","ENSG00000288632",NA,"","","","16",29442917,29613717,"lncRNA"
"12237","210397_at","210397_at","ENSG00000284881",1672,"DEFB1","DEFB1","","CHR_HG76_PATCH",6870569,6877898,"protein_coding"
"15382","210398_x_at","210398_x_at","ENSG00000156413",2528,"FUT6","FUT6","","19",5830408,5839722,"protein_coding"
"15378","210399_x_at","210399_x_at","ENSG00000156413",2528,"FUT6","FUT6","","19",5830408,5839722,"protein_coding"
